device_id,seq,payload_ts,arrival_time,duplicate_flag,gap_flag,temp,hum
101,3,1766554456,1766554456.3536885,1,0,24.68,61.67
101,4,1766554459,1766554459.370521
101,5,1766554458,1766554460.5066628,0,0,32.94,68.91
101,5,1766554460,1766554460.5066628,0,0,23.16,61.62
101,5,1766554458,1766554460.6193714,1,0,32.94,68.91
101,5,1766554460,1766554460.6193714,1,0,23.16,61.62
101,5,1766554458,1766554461.167477,1,0,32.94,68.91
101,5,1766554460,1766554461.167477,1,0,23.16,61.62
101,5,1766554458,1766554461.6979067,1,0,32.94,68.91
101,5,1766554460,1766554461.6979067,1,0,23.16,61.62
101,5,1766554458,1766554462.2331626,1,0,32.94,68.91
101,5,1766554460,1766554462.2331626,1,0,23.16,61.62
101,5,1766554458,1766554462.7373645,1,0,32.94,68.91
101,5,1766554460,1766554462.7373645,1,0,23.16,61.62
101,5,1766554458,1766554463.2754338,1,0,32.94,68.91
101,5,1766554460,1766554463.2754338,1,0,23.16,61.62
101,5,1766554458,1766554463.8191483,1,0,32.94,68.91
101,5,1766554460,1766554463.8191483,1,0,23.16,61.62
101,6,1766554464,1766554464.386791
101,5,1766554458,1766554464.3364913,1,0,32.94,68.91
101,5,1766554460,1766554464.3364913,1,0,23.16,61.62
101,7,1766554462,1766554464.5356972,0,0,25.17,49.42
101,7,1766554464,1766554464.5356972,0,0,29.67,53.28
101,7,1766554462,1766554464.8665593,1,0,25.17,49.42
101,7,1766554464,1766554464.8665593,1,0,29.67,53.28
101,7,1766554462,1766554465.3966548,1,0,25.17,49.42
101,7,1766554464,1766554465.3966548,1,0,29.67,53.28
101,7,1766554462,1766554465.9247663,1,0,25.17,49.42
101,7,1766554464,1766554465.9247663,1,0,29.67,53.28
101,7,1766554462,1766554466.4673886,1,0,25.17,49.42
101,7,1766554464,1766554466.4673886,1,0,29.67,53.28
101,7,1766554462,1766554466.9822395,1,0,25.17,49.42
101,7,1766554464,1766554466.9822395,1,0,29.67,53.28
101,7,1766554462,1766554467.526561,1,0,25.17,49.42
101,7,1766554464,1766554467.526561,1,0,29.67,53.28
101,7,1766554462,1766554468.0538063,1,0,25.17,49.42
101,7,1766554464,1766554468.0538063,1,0,29.67,53.28
101,8,1766554466,1766554468.5361679,0,0,26.47,49.74
101,8,1766554468,1766554468.5361679,0,0,28.4,43.93
101,7,1766554462,1766554468.5895388,1,0,25.17,49.42
101,7,1766554464,1766554468.5895388,1,0,29.67,53.28
101,8,1766554466,1766554468.5816362,1,0,26.47,49.74
101,8,1766554468,1766554468.5816362,1,0,28.4,43.93
101,9,1766554469,1766554469.4015102
101,7,1766554462,1766554469.1255627,1,0,25.17,49.42
101,7,1766554464,1766554469.1255627,1,0,29.67,53.28
101,8,1766554466,1766554469.125896,1,0,26.47,49.74
101,8,1766554468,1766554469.125896,1,0,28.4,43.93
101,7,1766554462,1766554469.6425385,1,0,25.17,49.42
101,7,1766554464,1766554469.6425385,1,0,29.67,53.28
101,8,1766554466,1766554469.6342373,1,0,26.47,49.74
101,8,1766554468,1766554469.6342373,1,0,28.4,43.93
101,8,1766554466,1766554470.1586878,1,0,26.47,49.74
101,8,1766554468,1766554470.1586878,1,0,28.4,43.93
101,7,1766554462,1766554470.1639895,1,0,25.17,49.42
101,7,1766554464,1766554470.1639895,1,0,29.67,53.28
101,7,1766554462,1766554470.66631,1,0,25.17,49.42
101,7,1766554464,1766554470.66631,1,0,29.67,53.28
101,8,1766554466,1766554470.666017,1,0,26.47,49.74
101,8,1766554468,1766554470.666017,1,0,28.4,43.93
101,7,1766554462,1766554471.205537,1,0,25.17,49.42
101,7,1766554464,1766554471.205537,1,0,29.67,53.28
101,8,1766554466,1766554471.206029,1,0,26.47,49.74
101,8,1766554468,1766554471.206029,1,0,28.4,43.93
101,7,1766554462,1766554471.7301486,1,0,25.17,49.42
101,7,1766554464,1766554471.7301486,1,0,29.67,53.28
101,8,1766554466,1766554471.737881,1,0,26.47,49.74
101,8,1766554468,1766554471.737881,1,0,28.4,43.93
101,7,1766554462,1766554472.2579918,1,0,25.17,49.42
101,7,1766554464,1766554472.2579918,1,0,29.67,53.28
101,8,1766554466,1766554472.2582855,1,0,26.47,49.74
101,8,1766554468,1766554472.2582855,1,0,28.4,43.93
101,10,1766554470,1766554472.5402703,0,0,27.12,43.14
101,10,1766554472,1766554472.5402703,0,0,34.7,44.03
101,7,1766554462,1766554472.785744,1,0,25.17,49.42
101,7,1766554464,1766554472.785744,1,0,29.67,53.28
101,10,1766554470,1766554472.7860994,1,0,27.12,43.14
101,10,1766554472,1766554472.7860994,1,0,34.7,44.03
101,8,1766554466,1766554472.7973752,1,0,26.47,49.74
101,8,1766554468,1766554472.7973752,1,0,28.4,43.93
101,7,1766554462,1766554473.3144767,1,0,25.17,49.42
101,7,1766554464,1766554473.3144767,1,0,29.67,53.28
101,8,1766554466,1766554473.3138957,1,0,26.47,49.74
101,8,1766554468,1766554473.3138957,1,0,28.4,43.93
101,10,1766554470,1766554473.3141892,1,0,27.12,43.14
101,10,1766554472,1766554473.3141892,1,0,34.7,44.03
101,7,1766554462,1766554473.8543618,1,0,25.17,49.42
101,7,1766554464,1766554473.8543618,1,0,29.67,53.28
101,8,1766554466,1766554473.8461258,1,0,26.47,49.74
101,8,1766554468,1766554473.8461258,1,0,28.4,43.93
101,10,1766554470,1766554473.8425925,1,0,27.12,43.14
101,10,1766554472,1766554473.8425925,1,0,34.7,44.03
101,11,1766554474,1766554474.4353096
101,7,1766554462,1766554474.366176,1,0,25.17,49.42
101,7,1766554464,1766554474.366176,1,0,29.67,53.28
101,10,1766554470,1766554474.3658867,1,0,27.12,43.14
101,10,1766554472,1766554474.3658867,1,0,34.7,44.03
101,8,1766554466,1766554474.3774652,1,0,26.47,49.74
101,8,1766554468,1766554474.3774652,1,0,28.4,43.93
101,7,1766554462,1766554474.8920975,1,0,25.17,49.42
101,7,1766554464,1766554474.8920975,1,0,29.67,53.28
101,8,1766554466,1766554474.900009,1,0,26.47,49.74
101,8,1766554468,1766554474.900009,1,0,28.4,43.93
101,10,1766554470,1766554474.890444,1,0,27.12,43.14
101,10,1766554472,1766554474.890444,1,0,34.7,44.03
101,7,1766554462,1766554475.417161,1,0,25.17,49.42
101,7,1766554464,1766554475.417161,1,0,29.67,53.28
101,8,1766554466,1766554475.4168346,1,0,26.47,49.74
101,8,1766554468,1766554475.4168346,1,0,28.4,43.93
101,10,1766554470,1766554475.4176285,1,0,27.12,43.14
101,10,1766554472,1766554475.4176285,1,0,34.7,44.03
101,7,1766554462,1766554475.9553814,1,0,25.17,49.42
101,7,1766554464,1766554475.9553814,1,0,29.67,53.28
101,8,1766554466,1766554475.951459,1,0,26.47,49.74
101,8,1766554468,1766554475.951459,1,0,28.4,43.93
101,10,1766554470,1766554475.950965,1,0,27.12,43.14
101,10,1766554472,1766554475.950965,1,0,34.7,44.03
101,7,1766554462,1766554476.4802258,1,0,25.17,49.42
101,7,1766554464,1766554476.4802258,1,0,29.67,53.28
101,8,1766554466,1766554476.4772289,1,0,26.47,49.74
101,8,1766554468,1766554476.4772289,1,0,28.4,43.93
101,10,1766554470,1766554476.477731,1,0,27.12,43.14
101,10,1766554472,1766554476.477731,1,0,34.7,44.03
101,12,1766554474,1766554476.5584242,0,0,34.28,47.65
101,12,1766554476,1766554476.5584242,0,0,34.0,53.64
101,7,1766554462,1766554476.9879792,1,0,25.17,49.42
101,7,1766554464,1766554476.9879792,1,0,29.67,53.28
101,8,1766554466,1766554476.98756,1,0,26.47,49.74
101,8,1766554468,1766554476.98756,1,0,28.4,43.93
101,10,1766554470,1766554476.9968271,1,0,27.12,43.14
101,10,1766554472,1766554476.9968271,1,0,34.7,44.03
101,12,1766554474,1766554476.9929144,1,0,34.28,47.65
101,12,1766554476,1766554476.9929144,1,0,34.0,53.64
101,7,1766554462,1766554477.5149844,1,0,25.17,49.42
101,7,1766554464,1766554477.5149844,1,0,29.67,53.28
101,8,1766554466,1766554477.516937,1,0,26.47,49.74
101,8,1766554468,1766554477.516937,1,0,28.4,43.93
101,10,1766554470,1766554477.5146542,1,0,27.12,43.14
101,10,1766554472,1766554477.5146542,1,0,34.7,44.03
101,12,1766554474,1766554477.5183969,1,0,34.28,47.65
101,12,1766554476,1766554477.5183969,1,0,34.0,53.64
101,7,1766554462,1766554478.047648,1,0,25.17,49.42
101,7,1766554464,1766554478.047648,1,0,29.67,53.28
101,8,1766554466,1766554478.0478013,1,0,26.47,49.74
101,8,1766554468,1766554478.0478013,1,0,28.4,43.93
101,10,1766554470,1766554478.047378,1,0,27.12,43.14
101,10,1766554472,1766554478.047378,1,0,34.7,44.03
101,12,1766554474,1766554478.047025,1,0,34.28,47.65
101,12,1766554476,1766554478.047025,1,0,34.0,53.64
101,7,1766554462,1766554478.5767603,1,0,25.17,49.42
101,7,1766554464,1766554478.5767603,1,0,29.67,53.28
101,8,1766554466,1766554478.5798843,1,0,26.47,49.74
101,8,1766554468,1766554478.5798843,1,0,28.4,43.93
101,10,1766554470,1766554478.579134,1,0,27.12,43.14
101,10,1766554472,1766554478.579134,1,0,34.7,44.03
101,12,1766554474,1766554478.5750601,1,0,34.28,47.65
101,12,1766554476,1766554478.5750601,1,0,34.0,53.64
101,7,1766554462,1766554479.1053174,1,0,25.17,49.42
101,7,1766554464,1766554479.1053174,1,0,29.67,53.28
101,8,1766554466,1766554479.1002007,1,0,26.47,49.74
101,8,1766554468,1766554479.1002007,1,0,28.4,43.93
101,10,1766554470,1766554479.0997176,1,0,27.12,43.14
101,10,1766554472,1766554479.0997176,1,0,34.7,44.03
101,12,1766554474,1766554479.1007652,1,0,34.28,47.65
101,12,1766554476,1766554479.1007652,1,0,34.0,53.64
101,13,1766554479,1766554479.4861252
101,7,1766554462,1766554477.2480853,1,0,25.17,49.42
101,7,1766554464,1766554477.2480853,1,0,29.67,53.28
101,8,1766554466,1766554477.2520142,1,0,26.47,49.74
101,8,1766554468,1766554477.2520142,1,0,28.4,43.93
101,10,1766554470,1766554477.2475343,1,0,27.12,43.14
101,10,1766554472,1766554477.2475343,1,0,34.7,44.03
101,12,1766554474,1766554477.2479012,1,0,34.28,47.65
101,12,1766554476,1766554477.2479012,1,0,34.0,53.64
101,14,1766554478,1766554478.2251446,0,0,32.6,63.04
101,14,1766554478,1766554478.2251446,0,0,25.91,60.5
101,14,1766554478,1766554478.3160713,1,0,32.6,63.04
101,14,1766554478,1766554478.3160713,1,0,25.91,60.5
101,14,1766554478,1766554478.8481731,1,0,32.6,63.04
101,14,1766554478,1766554478.8481731,1,0,25.91,60.5
101,14,1766554478,1766554479.387979,1,0,32.6,63.04
101,14,1766554478,1766554479.387979,1,0,25.91,60.5
101,7,1766554462,1766554479.9073439,1,0,25.17,49.42
101,7,1766554464,1766554479.9073439,1,0,29.67,53.28
101,8,1766554466,1766554479.9108913,1,0,26.47,49.74
101,8,1766554468,1766554479.9108913,1,0,28.4,43.93
101,10,1766554470,1766554479.907777,1,0,27.12,43.14
101,10,1766554472,1766554479.907777,1,0,34.7,44.03
101,12,1766554474,1766554479.9069147,1,0,34.28,47.65
101,12,1766554476,1766554479.9069147,1,0,34.0,53.64
101,14,1766554478,1766554479.9075568,1,0,32.6,63.04
101,14,1766554478,1766554479.9075568,1,0,25.91,60.5
101,7,1766554462,1766554480.4206636,1,0,25.17,49.42
101,7,1766554464,1766554480.4206636,1,0,29.67,53.28
101,8,1766554466,1766554480.4287102,1,0,26.47,49.74
101,8,1766554468,1766554480.4287102,1,0,28.4,43.93
101,10,1766554470,1766554480.4231699,1,0,27.12,43.14
101,10,1766554472,1766554480.4231699,1,0,34.7,44.03
101,12,1766554474,1766554480.4259846,1,0,34.28,47.65
101,12,1766554476,1766554480.4259846,1,0,34.0,53.64
101,14,1766554478,1766554480.4203117,1,0,32.6,63.04
101,14,1766554478,1766554480.4203117,1,0,25.91,60.5
101,7,1766554462,1766554480.9534116,1,0,25.17,49.42
101,7,1766554464,1766554480.9534116,1,0,29.67,53.28
101,8,1766554466,1766554480.9505343,1,0,26.47,49.74
101,8,1766554468,1766554480.9505343,1,0,28.4,43.93
101,10,1766554470,1766554480.95114,1,0,27.12,43.14
101,10,1766554472,1766554480.95114,1,0,34.7,44.03
101,12,1766554474,1766554480.951408,1,0,34.28,47.65
101,12,1766554476,1766554480.951408,1,0,34.0,53.64
101,14,1766554478,1766554480.9508297,1,0,32.6,63.04
101,14,1766554478,1766554480.9508297,1,0,25.91,60.5
101,7,1766554462,1766554481.4669535,1,0,25.17,49.42
101,7,1766554464,1766554481.4669535,1,0,29.67,53.28
101,8,1766554466,1766554481.467922,1,0,26.47,49.74
101,8,1766554468,1766554481.467922,1,0,28.4,43.93
101,10,1766554470,1766554481.4675622,1,0,27.12,43.14
101,10,1766554472,1766554481.4675622,1,0,34.7,44.03
101,12,1766554474,1766554481.469185,1,0,34.28,47.65
101,12,1766554476,1766554481.469185,1,0,34.0,53.64
101,14,1766554478,1766554481.467794,1,0,32.6,63.04
101,14,1766554478,1766554481.467794,1,0,25.91,60.5
101,15,1766554482,1766554482.107843
101,7,1766554462,1766554481.991227,1,0,25.17,49.42
101,7,1766554464,1766554481.991227,1,0,29.67,53.28
101,8,1766554466,1766554481.9914176,1,0,26.47,49.74
101,8,1766554468,1766554481.9914176,1,0,28.4,43.93
101,10,1766554470,1766554481.998084,1,0,27.12,43.14
101,10,1766554472,1766554481.998084,1,0,34.7,44.03
101,12,1766554474,1766554481.9987314,1,0,34.28,47.65
101,12,1766554476,1766554481.9987314,1,0,34.0,53.64
101,14,1766554478,1766554481.9927351,1,0,32.6,63.04
101,14,1766554478,1766554481.9927351,1,0,25.91,60.5
101,16,1766554480,1766554482.2371778,0,0,22.41,62.93
101,16,1766554482,1766554482.2371778,0,0,21.07,45.46
101,7,1766554462,1766554482.5166392,1,0,25.17,49.42
101,7,1766554464,1766554482.5166392,1,0,29.67,53.28
101,8,1766554466,1766554482.5134337,1,0,26.47,49.74
101,8,1766554468,1766554482.5134337,1,0,28.4,43.93
101,10,1766554470,1766554482.5174224,1,0,27.12,43.14
101,10,1766554472,1766554482.5174224,1,0,34.7,44.03
101,12,1766554474,1766554482.5252743,1,0,34.28,47.65
101,12,1766554476,1766554482.5252743,1,0,34.0,53.64
101,14,1766554478,1766554482.5171437,1,0,32.6,63.04
101,14,1766554478,1766554482.5171437,1,0,25.91,60.5
101,16,1766554480,1766554482.523621,1,0,22.41,62.93
101,16,1766554482,1766554482.523621,1,0,21.07,45.46
101,7,1766554462,1766554483.0224547,1,0,25.17,49.42
101,7,1766554464,1766554483.0224547,1,0,29.67,53.28
101,8,1766554466,1766554483.0229716,1,0,26.47,49.74
101,8,1766554468,1766554483.0229716,1,0,28.4,43.93
101,12,1766554474,1766554483.0230627,1,0,34.28,47.65
101,12,1766554476,1766554483.0230627,1,0,34.0,53.64
101,14,1766554478,1766554483.0227623,1,0,32.6,63.04
101,14,1766554478,1766554483.0227623,1,0,25.91,60.5
101,16,1766554480,1766554483.023145,1,0,22.41,62.93
101,16,1766554482,1766554483.023145,1,0,21.07,45.46
101,10,1766554470,1766554483.029001,1,0,27.12,43.14
101,10,1766554472,1766554483.029001,1,0,34.7,44.03
101,7,1766554462,1766554483.5520217,1,0,25.17,49.42
101,7,1766554464,1766554483.5520217,1,0,29.67,53.28
101,8,1766554466,1766554483.550565,1,0,26.47,49.74
101,8,1766554468,1766554483.550565,1,0,28.4,43.93
101,10,1766554470,1766554483.5527346,1,0,27.12,43.14
101,10,1766554472,1766554483.5527346,1,0,34.7,44.03
101,12,1766554474,1766554483.5499566,1,0,34.28,47.65
101,12,1766554476,1766554483.5499566,1,0,34.0,53.64
101,14,1766554478,1766554483.5503385,1,0,32.6,63.04
101,14,1766554478,1766554483.5503385,1,0,25.91,60.5
101,16,1766554480,1766554483.5513966,1,0,22.41,62.93
101,16,1766554482,1766554483.5513966,1,0,21.07,45.46
101,7,1766554462,1766554484.0701466,1,0,25.17,49.42
101,7,1766554464,1766554484.0701466,1,0,29.67,53.28
101,8,1766554466,1766554484.069154,1,0,26.47,49.74
101,8,1766554468,1766554484.069154,1,0,28.4,43.93
101,10,1766554470,1766554484.0739684,1,0,27.12,43.14
101,10,1766554472,1766554484.0739684,1,0,34.7,44.03
101,12,1766554474,1766554484.0694985,1,0,34.28,47.65
101,12,1766554476,1766554484.0694985,1,0,34.0,53.64
101,14,1766554478,1766554484.0698447,1,0,32.6,63.04
101,14,1766554478,1766554484.0698447,1,0,25.91,60.5
101,16,1766554480,1766554484.0762773,1,0,22.41,62.93
101,16,1766554482,1766554484.0762773,1,0,21.07,45.46
101,7,1766554462,1766554484.5975845,1,0,25.17,49.42
101,7,1766554464,1766554484.5975845,1,0,29.67,53.28
101,8,1766554466,1766554484.5957804,1,0,26.47,49.74
101,8,1766554468,1766554484.5957804,1,0,28.4,43.93
101,10,1766554470,1766554484.5915701,1,0,27.12,43.14
101,10,1766554472,1766554484.5915701,1,0,34.7,44.03
101,12,1766554474,1766554484.5918605,1,0,34.28,47.65
101,12,1766554476,1766554484.5918605,1,0,34.0,53.64
101,14,1766554478,1766554484.5953598,1,0,32.6,63.04
101,14,1766554478,1766554484.5953598,1,0,25.91,60.5
101,16,1766554480,1766554484.5922055,1,0,22.41,62.93
101,16,1766554482,1766554484.5922055,1,0,21.07,45.46
101,7,1766554462,1766554485.116786,1,0,25.17,49.42
101,7,1766554464,1766554485.116786,1,0,29.67,53.28
101,10,1766554470,1766554485.1153557,1,0,27.12,43.14
101,10,1766554472,1766554485.1153557,1,0,34.7,44.03
101,12,1766554474,1766554485.114714,1,0,34.28,47.65
101,12,1766554476,1766554485.114714,1,0,34.0,53.64
101,16,1766554480,1766554485.115687,1,0,22.41,62.93
101,16,1766554482,1766554485.115687,1,0,21.07,45.46
101,8,1766554466,1766554485.1241925,1,0,26.47,49.74
101,8,1766554468,1766554485.1241925,1,0,28.4,43.93
101,14,1766554478,1766554485.1209025,1,0,32.6,63.04
101,14,1766554478,1766554485.1209025,1,0,25.91,60.5
101,7,1766554462,1766554485.6457217,1,0,25.17,49.42
101,7,1766554464,1766554485.6457217,1,0,29.67,53.28
101,8,1766554466,1766554485.6383367,1,0,26.47,49.74
101,8,1766554468,1766554485.6383367,1,0,28.4,43.93
101,10,1766554470,1766554485.6377769,1,0,27.12,43.14
101,10,1766554472,1766554485.6377769,1,0,34.7,44.03
101,12,1766554474,1766554485.6374295,1,0,34.28,47.65
101,12,1766554476,1766554485.6374295,1,0,34.0,53.64
101,14,1766554478,1766554485.6381733,1,0,32.6,63.04
101,14,1766554478,1766554485.6381733,1,0,25.91,60.5
101,16,1766554480,1766554485.6412747,1,0,22.41,62.93
101,16,1766554482,1766554485.6412747,1,0,21.07,45.46
101,10,1766554470,1766554486.1631505,1,0,27.12,43.14
101,10,1766554472,1766554486.1631505,1,0,34.7,44.03
101,14,1766554478,1766554486.1636872,1,0,32.6,63.04
101,14,1766554478,1766554486.1636872,1,0,25.91,60.5
101,16,1766554480,1766554486.1634912,1,0,22.41,62.93
101,16,1766554482,1766554486.1634912,1,0,21.07,45.46
101,7,1766554462,1766554486.1702776,1,0,25.17,49.42
101,7,1766554464,1766554486.1702776,1,0,29.67,53.28
101,8,1766554466,1766554486.1741195,1,0,26.47,49.74
101,8,1766554468,1766554486.1741195,1,0,28.4,43.93
101,12,1766554474,1766554486.1736658,1,0,34.28,47.65
101,12,1766554476,1766554486.1736658,1,0,34.0,53.64
101,17,1766554484,1766554486.251848,0,0,25.29,58.63
101,17,1766554486,1766554486.251848,0,0,25.53,63.38
101,7,1766554462,1766554486.6881201,1,0,25.17,49.42
101,7,1766554464,1766554486.6881201,1,0,29.67,53.28
101,8,1766554466,1766554486.6793623,1,0,26.47,49.74
101,8,1766554468,1766554486.6793623,1,0,28.4,43.93
101,10,1766554470,1766554486.6879396,1,0,27.12,43.14
101,10,1766554472,1766554486.6879396,1,0,34.7,44.03
101,12,1766554474,1766554486.6897311,1,0,34.28,47.65
101,12,1766554476,1766554486.6897311,1,0,34.0,53.64
101,14,1766554478,1766554486.6889951,1,0,32.6,63.04
101,14,1766554478,1766554486.6889951,1,0,25.91,60.5
101,16,1766554480,1766554486.6794417,1,0,22.41,62.93
101,16,1766554482,1766554486.6794417,1,0,21.07,45.46
101,17,1766554484,1766554486.6791918,1,0,25.29,58.63
101,17,1766554486,1766554486.6791918,1,0,25.53,63.38
101,18,1766554487,1766554487.1225028
101,7,1766554462,1766554487.2060194,1,0,25.17,49.42
101,7,1766554464,1766554487.2060194,1,0,29.67,53.28
101,8,1766554466,1766554487.199719,1,0,26.47,49.74
101,8,1766554468,1766554487.199719,1,0,28.4,43.93
101,10,1766554470,1766554487.2063375,1,0,27.12,43.14
101,10,1766554472,1766554487.2063375,1,0,34.7,44.03
101,14,1766554478,1766554487.200593,1,0,32.6,63.04
101,14,1766554478,1766554487.200593,1,0,25.91,60.5
101,16,1766554480,1766554487.2015843,1,0,22.41,62.93
101,16,1766554482,1766554487.2015843,1,0,21.07,45.46
101,12,1766554474,1766554487.2112846,1,0,34.28,47.65
101,12,1766554476,1766554487.2112846,1,0,34.0,53.64
101,17,1766554484,1766554487.2072563,1,0,25.29,58.63
101,17,1766554486,1766554487.2072563,1,0,25.53,63.38
101,7,1766554462,1766554487.7345943,1,0,25.17,49.42
101,7,1766554464,1766554487.7345943,1,0,29.67,53.28
101,8,1766554466,1766554487.7424533,1,0,26.47,49.74
101,8,1766554468,1766554487.7424533,1,0,28.4,43.93
101,10,1766554470,1766554487.7347016,1,0,27.12,43.14
101,10,1766554472,1766554487.7347016,1,0,34.7,44.03
101,12,1766554474,1766554487.7455006,1,0,34.28,47.65
101,12,1766554476,1766554487.7455006,1,0,34.0,53.64
101,14,1766554478,1766554487.7340956,1,0,32.6,63.04
101,14,1766554478,1766554487.7340956,1,0,25.91,60.5
101,16,1766554480,1766554487.7399106,1,0,22.41,62.93
101,16,1766554482,1766554487.7399106,1,0,21.07,45.46
101,17,1766554484,1766554487.7377403,1,0,25.29,58.63
101,17,1766554486,1766554487.7377403,1,0,25.53,63.38
101,7,1766554462,1766554488.2551243,1,0,25.17,49.42
101,7,1766554464,1766554488.2551243,1,0,29.67,53.28
101,8,1766554466,1766554488.2585042,1,0,26.47,49.74
101,8,1766554468,1766554488.2585042,1,0,28.4,43.93
101,10,1766554470,1766554488.2611227,1,0,27.12,43.14
101,10,1766554472,1766554488.2611227,1,0,34.7,44.03
101,12,1766554474,1766554488.2591913,1,0,34.28,47.65
101,12,1766554476,1766554488.2591913,1,0,34.0,53.64
101,14,1766554478,1766554488.2634192,1,0,32.6,63.04
101,14,1766554478,1766554488.2634192,1,0,25.91,60.5
101,16,1766554480,1766554488.2606804,1,0,22.41,62.93
101,16,1766554482,1766554488.2606804,1,0,21.07,45.46
101,17,1766554484,1766554488.2609103,1,0,25.29,58.63
101,17,1766554486,1766554488.2609103,1,0,25.53,63.38
101,7,1766554462,1766554488.7832007,1,0,25.17,49.42
101,7,1766554464,1766554488.7832007,1,0,29.67,53.28
101,8,1766554466,1766554488.784052,1,0,26.47,49.74
101,8,1766554468,1766554488.784052,1,0,28.4,43.93
101,10,1766554470,1766554488.791142,1,0,27.12,43.14
101,10,1766554472,1766554488.791142,1,0,34.7,44.03
101,12,1766554474,1766554488.7838223,1,0,34.28,47.65
101,12,1766554476,1766554488.7838223,1,0,34.0,53.64
101,14,1766554478,1766554488.7843418,1,0,32.6,63.04
101,14,1766554478,1766554488.7843418,1,0,25.91,60.5
101,16,1766554480,1766554488.783488,1,0,22.41,62.93
101,16,1766554482,1766554488.783488,1,0,21.07,45.46
101,17,1766554484,1766554488.7892678,1,0,25.29,58.63
101,17,1766554486,1766554488.7892678,1,0,25.53,63.38
101,7,1766554462,1766554489.3126493,1,0,25.17,49.42
101,7,1766554464,1766554489.3126493,1,0,29.67,53.28
101,8,1766554466,1766554489.3109913,1,0,26.47,49.74
101,8,1766554468,1766554489.3109913,1,0,28.4,43.93
101,10,1766554470,1766554489.3114245,1,0,27.12,43.14
101,10,1766554472,1766554489.3114245,1,0,34.7,44.03
101,12,1766554474,1766554489.3116393,1,0,34.28,47.65
101,12,1766554476,1766554489.3116393,1,0,34.0,53.64
101,14,1766554478,1766554489.3119285,1,0,32.6,63.04
101,14,1766554478,1766554489.3119285,1,0,25.91,60.5
101,16,1766554480,1766554489.311536,1,0,22.41,62.93
101,16,1766554482,1766554489.311536,1,0,21.07,45.46
101,17,1766554484,1766554489.3117442,1,0,25.29,58.63
101,17,1766554486,1766554489.3117442,1,0,25.53,63.38
